"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM",0.594140585941406,0.828758601412586,0.459162212206966,0.975568954540528,5941,219,"IL17C;GRAP2;PELI1;S100B;STAT5B;TALDO1;PSMD13;GRB2;BCL6;NUP133;P4HB;SMARCA4;NUP214;CUL1;TRIM8;TRAF3;RAPGEF1;IKBKG;IRF5;ADAR;RPS6KA5;BST2;BRWD1;PML;IP6K2;RPS6KA3;YWHAZ;IFITM1;NUP85;NUP153;UBE2D2;RELA;ATF1;AKT1;SAMHD1;MAPK14;BCL2;CD4;SH2B3;FBXW11;PTPN1;VRK3;TYK2;TNFRSF4;HNRNPA2B1;PPP2R1A;RBX1;TNIP2;FLNA;PTPN11;PIAS1;SQSTM1;IFITM2;MAPK1;CANX;PTPRZ1;ARF1;FYN;STAT3;PSMB7;CEBPD;PSME4;PPP2R5D;STAT2;PSMD4;CRKL;PSMA4;IFITM3;KPNA5;PPP2R1B;PSMF1;CAPZA1;FOXO3;PTPN9;NFKB1;PSMB2;FLT3LG;ISG15;IRS2;PSMC4;TBK1;EIF4E3"
"REACTOME_CYTOPROTECTION_BY_HMOX1",0.681831816818318,0.856510203450012,0.444711131788191,0.915807397333258,6818,53,"CREBBP;SIN3A;PSMD13;CUL1;NCOR1;CHD9;LRPPRC;SCO2;RBX1;CSNK2A1;STAT3;PSMB7;PSME4;PSMD4;MED1;PSMA4;PSMF1;COX5A;COX14;PSMB2;HELZ2;PSMC4;PSMC5;NCOA6"
"REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA",0.21954149564521,0.728624026885993,0.579410544972318,1.17059294401201,2192,30,"TICAM1;CREBBP;XRCC6;EP300;POLR2L;POLR3K;IKBKG;RELA;DDX41"
"REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA",0.140576363088664,0.721353303266165,0.622495685327489,1.24766141375163,1399,25,"CREBBP;S100B;EP300;TRAF3;IKBKG;TAX1BP1;UBE2D2;RELA;ITCH;TKFC"
"REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX",0.446695855819163,0.75891925677235,0.530128445111194,1.03587539445011,4386,16,"KMT2D;TLE3;YWHAZ;AKT1;LEF1;RBBP5;HDAC1;CTNNB1;XIAP;PYGO2;BTRC;TCF7L2"
"REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY",0.394633705155261,0.758470711075783,0.535587275358451,1.0692153245906,3926,23,"EXOSC4;DDX6;DCP1A;PABPC1;TTC37;CNOT4;CNOT6L;XRN1;CNOT6;EDC3"
"REACTOME_DEATH_RECEPTOR_SIGNALLING",0.6386,0.84515525606469,0.455655838464567,0.935099052578572,6385,47,"GNA13;RHOA;AKAP13;USP4;IKBKG;TAX1BP1;PSEN1;RELA;ARHGEF12;SQSTM1;ARHGEF1;SHARPIN;RAC1;NFKB1;ARHGEF18;ARHGDIA;CLIP3;HDAC1;ADAM17;RIPK1;SOS1;XIAP;APH1B"
"REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING",0.738877755511022,0.880502022436982,0.42569735263145,0.856765340440803,7373,27,"PSMD13;CUL1;RELA;FBXW11;PSMB7;PSME4;PSMD4;PSMA4;PSMF1;PSMB2;PSMC4;PSMC5"
"REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS",0.757505773672055,0.881295368301358,0.417898706508293,0.837589887378599,7543,25,"PSMD13;ERLIN1;VCP;PSMB7;PSME4;PSMD4;PSMA4;PSMF1;PSMB2;PSMC4;PSMC5"
"REACTOME_DEGRADATION_OF_AXIN",0.645106297633373,0.851061365088031,0.455493020945792,0.915194572310625,6432,26,"AXIN1;PSMD13;TNKS;PSMB7;PSME4;PSMD4;PSMA4;PSMF1;PSMB2;PSMC4;PSMC5"
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX",0.540508101620324,0.789555154794109,0.480788307156499,0.979810544274091,5403,38,"AXIN1;PSMD13;CUL1;TLE3;CSNK1A1;LEF1;PPP2R1A;RBX1;PSMB7;ZRANB1;PSME4;PPP2R5D;PSMD4;PSMA4;PPP2R1B;PSMF1;PSMB2;PSMC4;PSMC5;HDAC1;CTNNB1;PSMD1"
"REACTOME_DEGRADATION_OF_DVL",0.75952667468913,0.881295368301358,0.418231858862131,0.840327973419286,7573,26,"PSMD13;DVL1;RBX1;PSMB7;DVL3;PSME4;PSMD4;PSMA4;PSMF1;PSMB2;PSMC4;PSMC5;KLHL12"
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME",0.701532912533814,0.861901241421074,0.439322150762708,0.885760592410635,7001,28,"PSMD13;CUL1;SUFU;ITCH;RBX1;PSMB7;PSME4;PSMD4;PSMA4;PSMF1;PSMB2;PSMC4;PSMC5"
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",0.887665198237885,0.919501291845573,0.360492851097947,0.728139423111822,8865,29,"CAPN1;PSEN1;CTSK;CAPN2;CTSS;CAPN7;ADAM8;CAPN10;ADAM17;BSG;CD44"
"REACTOME_DEUBIQUITINATION",0.511848815118488,0.782921396333887,0.474276419477156,0.994625028997457,5118,107,"AXIN1;USP9X;RHOA;USP37;FOXK2;PSMD13;EP300;UIMC1;MDM4;USP4;TRAF3;ACTB;IKBKG;PTRH2;USP48;RUVBL1;OGT;VCP;BRCC3;USP3;TNKS;ASXL1;ACTR8;USP24;MYSM1;USP7;USP42;TNIP2;OTUB1;JOSD1;ASXL2;PSMB7;ZRANB1;PSME4;PSMD4;USP47;USP14;PSMA4;PSMF1;USP25;IDE;RAD23B;PSMB2;PSMC4;PTEN;PSMC5;FOXK1;USP10"
"REACTOME_DEVELOPMENTAL_BIOLOGY",0.147885211478852,0.721353303266165,0.510432047498789,1.08951553364153,1478,287,"SPTAN1;POLR2A;CBFB;MAP2K2;NOTCH1;ARHGAP35;MAFA;ACTG1;KMT2D;CREBBP;CTCF;ARHGAP39;CAPN1;MYH9;RNPS1;RRAS;MAML1;RHOA;MED15;RPLP2;FOXP1;PSMD13;AP2A2;EP300;POLR2L;PKNOX1;GRB2;MED13;NCK2;SMARCA4;GRIN1;KMT2A;FOXH1;TUBB4B;ACTB;RPS5;NCOR1;SREBF2;RPS6KA5;PSEN1;PML;FARP2;RPS6KA3;ARPC2;RELA;RPS25;AKT1;NR6A1;MAPK14;CHD9;PABPC1;KMT2C;DLG1;SPTBN1;ZNF638;MED16;RPS15;LHX3;AGRN;CLTCL1;ARHGEF12;GAB1;NCOA3;RBBP7;LEF1;THRAP3;PTK2;RBX1;SDCBP;TCF3;TUBA1A"
"REACTOME_DISEASES_OF_GLYCOSYLATION",0.103220644128826,0.721353303266165,0.623171462139188,1.26253861198469,1031,33,"DOLK;NOTCH1;MAN1B1;CSPG5;MGAT2"
"REACTOME_DISEASES_OF_METABOLISM",0.202879712028797,0.728624026885993,0.554338343824472,1.14349043758732,2028,56,"DOLK;NOTCH1;MAN1B1;TALDO1;IDUA;CSPG5;MGAT2"
"REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE",0.814071886773241,0.89418387184121,0.389692759965285,0.761462896711232,7994,16,"ANAPC11;FZR1;CDC27;ANAPC16;ANAPC7;ATRX;CDC23;ANAPC10"
"REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH",0.166934511852149,0.721353303266165,0.614580735938446,1.22928249177286,1661,24,"DNMT1;CAPN1;POLA2;CDC25B"
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS",0.121387861213879,0.721353303266165,0.531637321249636,1.12529967634631,1213,170,"TSC2;POLR2A;AXIN1;MAP2K2;NOTCH1;ACTG1;PDPK1;CREBBP;STAT5B;MECP2;MYH9;MAML1;YWHAB;PSMD13;EP300;POLR2L;GRB2;ZC3HAV1;KREMEN2;KLC1;CUL1;RNF213;ACTB;CNTRL;NCOR1;PSEN1;FGF22;DCTN1;CSNK1A1;IQGAP1;AKT1;VCP;ETV6;TNKS;SPTBN1;TRAT1;GAB1;MARK3;PPP2R1A;RBX1;PRKAR1A;AP3B1;FGFR3;KIF5B;TPM4;STRN;DUSP16;PTPN11;EEF1G;TRIP11;SEC31A;POLR2B;SQSTM1;MAPK1;RICTOR;FYN;STAT3;LRRFIP1;PSMB7;PSME4;PPP2R5D;PSMD4;RAF1;PSMA4;PEBP1;PPP2R1B;PSMF1;ZMYM2;FOXO3;RAC1;GOLGA4;PSMB2;FLT3LG;IRS2;PSMC4;PTEN;PSMC5;RPS6;QKI"
"REACTOME_DISORDERS_OF_TRANSMEMBRANE_TRANSPORTERS",0.966703329667033,0.978662546116522,0.334332705073793,0.691094064604476,9667,61,"PSMD13;NUP133;NUP214;ERLIN1;NUP85;NUP153;VCP;SLC34A1;APOA1;PSMB7;PSME4;PSMD4;PSMA4;PSMF1;PSMB2;PSMC4;PSMC5;NUP160;TPR;PSMD1;BSG;SLC24A1;PSMC2;NUP210"
"REACTOME_DNA_DAMAGE_BYPASS",0.0428946306015341,0.616819363872775,0.711507190207,1.40833585232265,424,20,"NPLOC4;POLE;POLH;CUL4A;VCP;RPA1;CUL4B;REV1;RBX1"
"REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER",0.511674718196457,0.782921396333887,0.500166243254265,0.996436414123527,5083,22,"ACTB;RUVBL1;CUL4A;CUL4B;ACTR8;RBX1;PARP1;COPS7A;RAD23B;COPS3;INO80;GPS1;PARP2"
"REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR",0.470852914708529,0.77086050543442,0.491505044614584,1.01366263328159,4708,55,"POLE;RAD52;EME2;XRCC3;XRCC6;UBE2I;UIMC1;PPP5C;POLH;RNF168;BRCC3;RPA1;BAZ1B;PIAS4;SUMO2;PARP1;ATRIP;EYA3;RFC1"
"REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE",0.370407751312071,0.758470711075783,0.548447140393396,1.08557971240619,3669,20,"UBE2I;UIMC1;PPP5C;RNF168;BRCC3;BAZ1B;PIAS4;EYA3;RAD50;ATM;RNF8"
"REACTOME_DNA_REPAIR",0.13978602139786,0.721353303266165,0.535745531875417,1.12787477121838,1397,129,"NPLOC4;POLR2A;FANCA;POLE;RAD52;MPG;EME2;XRCC3;XRCC6;UBE2I;EP300;POLR2L;UIMC1;FAAP100;PPP5C;POLH;ACTB;ERCC2;RUVBL1;CUL4A;POLN;RNF168;VCP;BRCC3;RPA1;CUL4B;ACTR8;BAZ1B;PIAS4;USP7;ERCC3;REV1;SUMO2;RBX1;PARP1;PIAS1;POLR2B;UVSSA;ALKBH5;ATRIP"
"REACTOME_DNA_REPLICATION",0.831116888311169,0.899631891443791,0.406297745196973,0.839851907715204,8311,61,"ANAPC11;POLE;POLA2;PSMD13;CUL1;RPA1;KPNA6;FZR1;RBX1;PSMB7;RFC1;ORC5;PSME4;CDC27;PSMD4;PSMA4;PSMF1;GINS2;ANAPC16;PSMB2;PSMC4;CDT1;PSMC5;ORC4;ANAPC7;PSMD1;MCM8;DNA2;CDC6;PSMC2;CDC23;POLD3;MCM3;ANAPC10;PRIM1;RFC2;KPNB1;PSMA1;MCM7"
"REACTOME_DNA_REPLICATION_PRE_INITIATION",0.820446133840152,0.89418387184121,0.403610152209108,0.823888621562015,8201,40,"POLE;POLA2;PSMD13;RPA1;KPNA6;PSMB7;ORC5;PSME4;PSMD4;PSMA4;PSMF1;PSMB2;PSMC4;CDT1;PSMC5;ORC4;PSMD1;MCM8;CDC6;PSMC2;MCM3;PRIM1;KPNB1;PSMA1;MCM7;PSMD2"
"REACTOME_DNA_STRAND_ELONGATION",0.721654749744637,0.869868966439364,0.431637482648471,0.839061687579202,7064,15,"POLA2;RPA1;RFC1;GINS2;MCM8;DNA2;POLD3;MCM3;PRIM1;RFC2;MCM7"
"REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION",0.259545871092557,0.736630189054598,0.601017003019228,1.17439222666722,2548,16,"STAT5B;GRB2;NCK2;RAPGEF1;PTPN11;STAT3;CRKL"
"REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR",0.666833366673335,0.856510203450012,0.449264606261308,0.915567603936532,6666,38,"NFATC3;PSMD13;CUL1;IKBKG;RELA;FBXW11;NFATC1;PSMB7;PSME4;PSMD4;PSMA4;PSMF1;REL;NFKB1;PSMB2;PSMC4;PSMC5"
"REACTOME_DUAL_INCISION_IN_GG_NER",0.396649172385951,0.758470711075783,0.540513298710959,1.06987570569787,3929,20,"POLE;ERCC2;CUL4A;RPA1;CUL4B;ERCC3;RBX1;PARP1;RFC1"
"REACTOME_DUAL_INCISION_IN_TC_NER",0.13195070634205,0.721353303266165,0.617743366175658,1.24549315128214,1316,28,"POLR2A;POLE;EP300;POLR2L;ERCC2;CUL4A;RPA1;CUL4B;USP7;ERCC3;RBX1;POLR2B;UVSSA;RFC1"
"REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS",0.289947411003236,0.741480097930151,0.579485081883711,1.14409029444574,2866,19,"UBE2J2;UBE2L3;PEX14;UBE2D2;VCP;PEX5"
"REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",0.245494348844313,0.728624026885993,0.608182881264083,1.18839441240527,2410,16,"VPS37B;CHMP7;VPS28"
"REACTOME_EPH_EPHRIN_MEDIATED_REPULSION_OF_CELLS",0.250051072522983,0.728624026885993,0.611261114815284,1.18823272576204,2447,15,"ACTG1;AP2A2;ACTB;PSEN1;CLTCL1;FYN;AP2S1;AP2B1;RAC1;EPHA2"
"REACTOME_EPH_EPHRIN_SIGNALING",0.166049814944483,0.721353303266165,0.59275484571976,1.20233882612234,1659,34,"ACTG1;MYH9;RHOA;AP2A2;NCK2;GRIN1;ACTB;PSEN1;ARPC2;CLTCL1;PTK2;SDCBP;FYN;AP2S1;ROCK1;AP2B1;RAC1;EPHA2"
"REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING",0.21128194684859,0.728624026885993,0.622404632087522,1.21618383189381,2074,16,"ACTG1;RHOA;GRIN1;ACTB;ARPC2;PTK2;FYN;ROCK1;RAC1"
"REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION",0.0545,0.616819363872775,0.628339628412205,1.28955337409751,544,46,"DNMT1;CHD3;MYO1C;SIN3A;EP300;POLR2L;BAZ2A;ACTB;ERCC2;GATAD2B;GATAD2A;TET2;BAZ1B;ERCC3;RBBP7;UBTF;CBX3;POLR1C;ARID4B;MYBBP1A"
"REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT",0.118288171182882,0.721353303266165,0.569054869904365,1.18074068256911,1182,70,"SPTAN1;PPP6R1;ARFGAP3;CSNK1D;SEC16A;SEC22C;PPP6R3;TRAPPC10;CAPZB;TUBB4B;TMEM115;LMAN2;DCTN1;SPTBN1;TBC1D20;SCFD1;DYNC1H1"
"REACTOME_ESR_MEDIATED_SIGNALING",0.0337966203379662,0.616819363872775,0.617424287476229,1.28110312939057,337,70,"POLR2A;CBFB;AXIN1;GNB1;PDPK1;CREBBP;TNRC6B;CCNT1;EP300;POLR2L;PPP5C;PTGES3;STAG2;FKBP5;GNAI2;TLE3;TNRC6A;ZDHHC7;AKT1;AGO3;BCL2"
"REACTOME_ESTROGEN_DEPENDENT_GENE_EXPRESSION",0.0472094418883777,0.616819363872775,0.638879502955193,1.30834472019982,471,43,"POLR2A;CBFB;AXIN1;CREBBP;TNRC6B;CCNT1;EP300;POLR2L;PTGES3;STAG2;TLE3;TNRC6A;AGO3;BCL2;NCOA3;SP1"
"REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION",0.698684210526316,0.861901241421074,0.440614451090609,0.86837327562596,6902,18,"RPLP2;RPS5;RPS25;RPS15;EEF1G;RPS6;RPS13;RPL27;RPL13"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",0.316463292658532,0.758470711075783,0.543996175908222,1.10213034226324,3163,33,"EIF3G;RPLP2;RPS5;RPS25;PABPC1;EIF5B;RPS15"
"REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS",0.467363719419348,0.77086050543442,0.522151228135118,1.0236848923413,4603,17,"NUP133;NUP214;NUP85;NUP153"
"REACTOME_EXTENSION_OF_TELOMERES",0.341239402503028,0.758470711075783,0.558224585562832,1.1049328921994,3380,20,"PPP6R3;POLA2;WRAP53;NHP2;RUVBL1;RPA1;CTC1;RFC1"
"REACTOME_EXTRA_NUCLEAR_ESTROGEN_SIGNALING",0.217308463698355,0.728624026885993,0.588102005086612,1.18163778207332,2166,26,"GNB1;PDPK1;GNAI2;ZDHHC7;AKT1;BCL2;PTK2;STRN;MAPK1"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",0.108589141085891,0.721353303266165,0.573735889677645,1.18995427220607,1085,69,"PLEC;LTBP3;CAPN1;ITGAE;EMILIN2;P4HB;PSEN1;CD151;ICAM4"
"REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION",0.681731826817318,0.856510203450012,0.445646672160948,0.920847982783218,6817,60,"EHD1;SIN3A;KLC2;KLC1;CAPZB;TUBB4B;ACTB;KIF1B;SH2B3;AKAP10;PRKAR1A;TUBA1A;KIF5B;PHF21A;RBSN;VPS45;CBX5;MAFG;CAPZA1;RAC1"
"REACTOME_FANCONI_ANEMIA_PATHWAY",0.137562366357805,0.721353303266165,0.659922795235631,1.28949463498029,1350,16,"FANCA;EME2;FAAP100;POLN;RPA1"
"REACTOME_FATTY_ACID_METABOLISM",0.671432856714329,0.856510203450012,0.447074484745975,0.919168126165152,6714,49,"ECI1;FASN;PTGES3;SLC25A17;ACSF3;SLC25A20;GPX1;HADHA;LTC4S;DPEP1;GPX4;PPARD;DECR2;LTA4H"
"REACTOME_FC_EPSILON_RECEPTOR_FCERI_SIGNALING",0.621837816218378,0.833564960149288,0.458413281898627,0.948381381272076,6218,62,"GRAP2;PDPK1;NFATC3;PSMD13;GRB2;CUL1;IKBKG;UBE2D2;RELA;FBXW11;MAPK1;FYN;NFATC1;PSMB7;ITPR2;PSME4;PSMD4;PSMA4;PSMF1;RAC1;NFKB1;PSMB2;PSMC4;PSMC5"
"REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION",0.671634326865373,0.856510203450012,0.448145295636449,0.913286532753581,6714,38,"PDPK1;PSMD13;CUL1;IKBKG;UBE2D2;RELA;FBXW11;PSMB7;PSME4;PSMD4;PSMA4;PSMF1;NFKB1;PSMB2;PSMC4;PSMC5"
"REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",0.0866173234646929,0.721353303266165,0.625817665689059,1.27174646557138,865,36,"ACTG1;WASF2;PLA2G6;MYO1C;MYH9;GRB2;ACTB;BAIAP2;ELMO2;ARPC2;MYO5A;NCKIPSD;PTK2;CYFIP2;MAPK1;FYN;ITPR2"
"REACTOME_FLT3_SIGNALING",0.200794216474901,0.728624026885993,0.626816911414176,1.22480546242518,1971,16,"GRAP2;STAT5B;GRB2;AKT1;SH2B3;PTPN11;FYN;FOXO3;FLT3LG"
"REACTOME_FLT3_SIGNALING_IN_DISEASE",0.329090723958864,0.758470711075783,0.57320832671222,1.12005384168843,3231,16,"STAT5B;GRB2;ETV6;SPTBN1;PTPN11;TRIP11;ZMYM2;FLT3LG"
"REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER",0.544331760216889,0.789555154794109,0.487850372580129,0.977793260096844,5420,25,"UBE2I;ERCC2;CUL4A;RPA1;CUL4B;ERCC3;SUMO2;RBX1;PARP1;PIAS1"
"REACTOME_FORMATION_OF_RNA_POL_II_ELONGATION_COMPLEX",0.188328646042587,0.728624026885993,0.606003259072613,1.21212584901111,1874,24,"POLR2A;SUPT5H;CCNT1;POLR2L;ERCC2;NELFB;AFF4;ERCC3"
"REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX",0.232551143200963,0.728624026885993,0.58217058376218,1.1697201360226,2318,26,"POLR2A;EP300;POLR2L;ERCC2;CUL4A;CUL4B;USP7;ERCC3;RBX1;POLR2B;UVSSA"
"REACTOME_FOXO_MEDIATED_TRANSCRIPTION",0.0666265905219918,0.629108768198038,0.657533875222141,1.32571870968875,664,28,"STK11;CREBBP;YWHAB;SIN3A;EP300;BCL6;YWHAZ;AKT1"
"REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS",0.0876518218623482,0.721353303266165,0.681306162050986,1.34273413452502,865,18,"GNB1;GNA13;RHOA;AKAP13"
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",0.542245775422458,0.789555154794109,0.478049443789741,0.981889368374437,5422,48,"PPP3CC;GNB1;GNAI2;RGS1;PPP2R1A;GPR183;PRKAR1A;GAL;MAPK1;ITPR2;PPP2R5D;PDE4A;PLCB1;PPP2R1B;GPR18;GNAS"
"REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS",0.616885065519656,0.832733438984869,0.46034158465724,0.941226522092231,6166,41,"GNB1;P2RY11;GRB2;GAST;RPS6KA3;RGS1;LPAR6;MAPK1;ITPR2;DGKD;PLCB1;NMB;LTB4R2;GNRH2;GPR4;DGKE"
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",0.443342350465885,0.758470711075783,0.514363466202345,1.03705876825651,4424,28,"GNB1;P2RY11;GNAI2;GRK6"
"REACTOME_G_PROTEIN_MEDIATED_EVENTS",0.821337935235002,0.89418387184121,0.385568976478067,0.755913449798413,8090,17,"GNAI2;PRKAR1A;MAPK1;ITPR2;PLCB1"
"REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS",0.746292585170341,0.881295368301358,0.423071464463393,0.851480435669003,7447,27,"PSMD13;MDM4;PHF20;PSMB7;PSME4;PSMD4;PSMA4;PSMF1;ATM;PSMB2;PSMC4;PSMC5"
"REACTOME_G2_M_CHECKPOINTS",0.851914808519148,0.903434494563503,0.398234803788904,0.822522024081924,8519,59,"YWHAB;PSMD13;UIMC1;YWHAZ;RNF168;BRCC3;RPA1;PIAS4;YWHAQ;ATRIP;PSMB7;ORC5;PSME4;PSMD4;RAD50;PSMA4;PSMF1;YWHAG;ATM;RNF8;PSMB2;PSMC4;PSMC5;ORC4;UBE2V2;PSMD1;MCM8;DNA2;CDC6;PSMC2;TP53BP1"
"REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT",0.498146478308787,0.782921396333887,0.497840425773876,1.00374504152333,4971,28,"YWHAB;UIMC1;YWHAZ;RNF168;BRCC3;RPA1;PIAS4;YWHAQ;ATRIP;RAD50;YWHAG;ATM;RNF8"
"REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION",0.696833503575077,0.861901241421074,0.441956452660229,0.859120771278372,6821,15,"TALDO1;HNRNPA2B1;ARF1;CAPZA1"
"REACTOME_GENE_SILENCING_BY_RNA",0.216264879463839,0.728624026885993,0.573598538178115,1.16348233681858,2161,34,"POLR2A;TNRC6B;POLR2L;NUP133;NUP214;TNRC6A;NUP85;NUP153;AGO3;DROSHA;IPO8;POLR2B"
"REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER",0.682068206820682,0.856510203450012,0.444417875551305,0.911362205842561,6819,45,"POLE;UBE2I;ACTB;ERCC2;RUVBL1;CUL4A;RPA1;CUL4B;ACTR8;ERCC3;SUMO2;RBX1;PARP1;PIAS1;RFC1;COPS7A;RAD23B;COPS3;INO80;GPS1;PARP2;UBE2V2"
"REACTOME_GLUCOSE_METABOLISM",0.00560112022404481,0.616819363872775,0.779756326148079,1.59096849446063,55,39,"PGK1;NUP133;NUP214;PFKL;NUP85;NUP153;PFKM"
"REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS",0.527205441088218,0.786945957197094,0.482446682405262,0.987211588385059,5270,42,"PLA2G6;GPCPD1;DGAT1;AGPAT3;PNPLA2;PITPNM3;HADHA;LPCAT3;CSNK2A1;PITPNB;PTDSS2;PCYT1A"
"REACTOME_GLYCOLYSIS",0.00590177053115935,0.616819363872775,0.790123456790123,1.60267961770134,58,34,"PGK1;NUP133;NUP214;PFKL;NUP85;NUP153;PFKM"
"REACTOME_GLYCOSAMINOGLYCAN_METABOLISM",0.624749298034497,0.833564960149288,0.461926427909673,0.928120827739487,6229,26,"IDUA;CSPG5;CHST12;AGRN;GALNS;ST3GAL2;CHP1"
"REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS",0.0609903381642512,0.616819363872775,0.68435826937497,1.36338569247489,605,22,"SNX9;GAK;FTL;SNX2;PUM1;PICALM;AP3B1;ARF1;TGOLN2;PIK3C2A;AP1G1;NECAP1;AP1M1"
"REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT",0.329267073292671,0.758470711075783,0.521075826410579,1.07606083862545,3292,58,"ARFGAP3;SURF4;PLA2G6;PAFAH1B1;KLC2;USE1;AGPAT3;KLC1;CAPZB;TUBB4B;KIF1B;DCTN1;DYNC1H1;TUBA1A;KIF5B;ARFGAP1;COPZ1;RAB6A;ARF1"
"REACTOME_GPCR_LIGAND_BINDING",0.951404859514049,0.969169680542319,0.340364333652924,0.700502412223615,9514,51,"GNB1;P2RY11;WNT11;GPR183;LPAR6;GAL;NMB;GPR18;GNAS;LTB4R2;GNRH2;ACKR4;GPR4"
"REACTOME_HATS_ACETYLATE_HISTONES",0.244848969793959,0.728624026885993,0.553699138683773,1.13390606730251,2447,43,"EP400;CREBBP;KANSL2;EP300;BRD1;ACTB;RUVBL1;OGT;ING4;MORF4L1;PHF20;RBBP7;ELP3;HAT1;EPC1;KAT8"
"REACTOME_HCMV_EARLY_EVENTS",0.66369910973292,0.856510203450012,0.449197588935934,0.916946167810137,6634,40,"NUP133;NUP214;TUBB4B;NCOR1;PML;NUP85;NUP153;DYNC1H1;RBBP7;TUBA1A"
"REACTOME_HCMV_INFECTION",0.495850414958504,0.782921396333887,0.48655710271226,1.00198210037421,4958,53,"VPS37B;CHMP7;NUP133;NUP214;TUBB4B;NCOR1;PML;NUP85;NUP153;VPS28;DYNC1H1;RBBP7;TUBA1A"
"REACTOME_HCMV_LATE_EVENTS",0.245394473368042,0.728624026885993,0.571523703110623,1.15438888235992,2450,29,"VPS37B;CHMP7;NUP133;NUP214;NUP85;NUP153;VPS28"
"REACTOME_HDACS_DEACETYLATE_HISTONES",0.403950816367668,0.758470711075783,0.535685123998329,1.06374675420096,4007,21,"CHD3;NCOR1;GATAD2B;GATAD2A;RBBP7;ARID4B;PHF21A"
"REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR",0.509094563360466,0.782921396333887,0.500009004736491,0.998188931840755,5065,23,"POLE;EME2;XRCC3;POLH;RPA1;ATRIP;RFC1;RAD50;ATM"
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS",0.759112360678783,0.881295368301358,0.417374782388625,0.836539791894805,7559,25,"PSMD13;P4HB;VCP;PSMB7;PSME4;PSMD4;PSMA4;PSMF1;PSMB2;PSMC4;PSMC5;ADAM17;PSMD1;PSMC2;DERL2"
